student_name,tel,address,school,grade,tel,status
姚波雅,0913525041,雲林縣麥寮鄉施厝七街49號,新北市立金山高級中學,三年級,0975228113,
林江遠,0916425331,新北市樹林區千歲街70號,新北市立林口高級中學,二年級,0956523246,
歐堯朋,0927139748,彰化縣彰化市桃源街4號11樓,新北市立板橋高級中學,一年級,0956558385,
邱禹遙,0912950852,高雄市旗山區花旗一路52號,新北市立樹林高級中學,三年級,0916618529,
劉儀琴,0933604542,雲林縣虎尾鎮民主二路36號10樓之13,台北市立建國高級中學,一年級,0951145594,
盧泓鈞,0963832969,彰化縣鹿港鎮文成街77號,新北市立鶯歌高級中學,三年級,0901861055,
巫永鈺,0952230150,南投縣埔里鎮復興路84號,新北市立淡水高級中學,一年級,0941254855,
宋婕竹,0961314276,臺中市后里區甲后路87號,新北市立三重高級中學,三年級,0929829880,
林婉莘,0932245300,花蓮縣新城鄉自然街4號,台北市立大直高級中學,三年級,0979874031,
李濱順,0937239556,臺中市北屯區東山路１段33號,新北市立三芝高級中學,三年級,0952212749,
葉子棟,0924558635,臺南市南區埕路50號5樓,台北市立南港高級中學,三年級,0990409013,
張昀雪,0956689002,桃園市平鎮區中豐路山頂段80號10樓,新北市立新北高級中學,二年級,0994599555,
連潞濤,0917551791,新北市汐止區中興路22號,新北市立五股高級中學,三年級,0981950443,
郭佩靖,0982880796,高雄市大寮區潮勇路65號之17,台北市立松山高級中學,三年級,0985850978,
汪庸彬,0931102582,南投縣竹山鎮林圯街61號12樓,新北市立中和高級中學,三年級,0959021990,已離開
黃心肇,0956220664,嘉義縣竹崎鄉東義4號,新北市立金山高級中學,二年級,0981582028,
陳彥然,0963249661,花蓮縣新城鄉佳林36號,台北市立松山高級中學,三年級,0981486258,
高川豐,0923816488,臺中市大甲區民權路56號7樓,台北市立第一女子高級中學,三年級,0991419648,
李敏曄,0972060246,嘉義縣竹崎鄉內坑36號12樓之18,新北市立淡水高級中學,三年級,0958033222,
曹明漢,0910668339,彰化縣田中鎮中山街86號之3,台北市立大同高級中學,二年級,0971044346,
鄒書顏,0912966317,屏東縣萬丹鄉新南路94號,新北市立淡水高級中學,一年級,0968554874,
范函玟,0986174129,宜蘭縣蘇澳鎮中原路19號3樓之17,新北市立三峽高級中學,一年級,0989242350,
許碧麗,0958921369,屏東縣屏東市光復路72號之16,新北市立淡水高級中學,二年級,0901071120,已離開
歐優捷,0921524348,屏東縣屏東市齊家巷80號之2,私立薇閣高級中學,三年級,0938504877,
吳召鑫,0922049063,臺中市北屯區三光一街13號7樓,台北市立大同高級中學,一年級,0973715351,
李昌曄,0934760216,臺中市西屯區中清路２段49號,新北市立三峽高級中學,一年級,0920088715,
陳克瑞,0923634141,嘉義市東區保愛一街55號7樓,台北市立中正高級中學,三年級,0977690018,
高全林,0915608845,彰化縣溪州鄉中山一巷30號,台北市立大理高級中學,一年級,0953589439,
張歆莉,0956016308,高雄市新興區復興一路56號之9,新北市立深坑高級中學,二年級,0933170720,
邵婕筠,0923333525,高雄市大寮區民泰街11號,台北市立松山高級中學,二年級,0941656977,
廖勁天,0910908266,屏東縣屏東市復國九巷51號7樓,台北市立中正高級中學,一年級,0907556645,
董宛永,0932650541,臺中市北屯區和祥三街27號4樓之11,台北市立第一女子高級中學,二年級,0945901906,
郭佳雁,0920238067,高雄市鳥松區大埤路涵碧巷35號,新北市立林口高級中學,一年級,0986763324,
陳佳優,0960028018,臺中市清水區南新路97號5樓,台北市立西松高級中學,三年級,0975318789,
林明樂,0915686723,嘉義縣新港鄉新部落65號,私立薇閣高級中學,一年級,0974433896,
王子瑋,0911279118,桃園市平鎮區環南路50號9樓,台北市立大安高級中學,一年級,0983013919,
胡心麗,0986164113,臺中市東區東學街59號,新北市立瑞芳高級中學,三年級,0982665297,已離開
巫均心,0931823985,高雄市鳳山區頂新五街25號12樓,新北市立新莊高中,三年級,0928723698,
黃玉立,0936080342,高雄市苓雅區廈門街8號,新北市立泰山高級中學,三年級,0939195884,
陳建眉,0917939557,臺中市霧峰區成功北街64號,新北市立泰山高級中學,一年級,0987254601,
魏之月,0937989753,新北市新莊區五工三路61號,新北市立土城高級中學,三年級,0975700725,
吳山煒,0938290179,臺中市西屯區河南路２段68號6樓之4,台北市立第一女子高級中學,三年級,0957261530,
曾嬈鷺,0913207041,桃園市平鎮區雙福路１段77號4樓,新北市立新莊高中,一年級,0950495865,
卓啟輝,0911733804,新竹市東區東光路53號8樓,新北市立鶯歌高級中學,三年級,0957631919,
宋洋純,0987710581,屏東縣瑪家鄉瑪卡札亞街89號12樓之18,新北市立中和高級中學,一年級,0902071591,
巫瀟眾,0921338436,高雄市內門區大埤墘9號3樓,台北市立大同高級中學,二年級,0977526681,
湯尹進,0938571932,屏東縣屏東市民生路51號,新北市立新北高級中學,二年級,0957445698,
徐湘翊,0922976186,臺中市沙鹿區六路九街69號,新北市立三芝高級中學,一年級,0944655965,
曹君清,0929924313,臺南市麻豆區忠孝路12號,新北市立五股高級中學,三年級,0933336479,
金智鬆,0923574167,屏東縣內埔鄉明東路41號,新北市立泰山高級中學,三年級,0988436502,
陳俊聖,0921616924,高雄市小港區高坪三十三街29號,台北市立中正高級中學,一年級,0982706043,
潘孝清,0918541609,雲林縣斗六市明德路38號,台北市立景美高級中學,一年級,0936961249,
薛彌祟,0982945558,花蓮縣吉安鄉慶南三街24號之3,台北市立大理高級中學,三年級,0904552223,
巫圖雷,0982965467,臺南市白河區中山路55號之17,台北市立建國高級中學,一年級,0973189791,
江維芊,0955270898,屏東縣鹽埔鄉勝利路97號之6,台北市立南港高級中學,一年級,0964844105,已離開
陳光少,0919579656,彰化縣溪州鄉中和一巷8號,台北市立大直高級中學,二年級,0976426522,
黃堇霜,0921005055,臺中市清水區港新一路28號之2,台北市立光明高級中學,二年級,0904232197,
吳羽軒,0917544360,臺中市北區漢口路４段69號之19,新北市立樹林高級中學,二年級,0933623250,
游淇皓,0927225665,臺中市和平區中興路４段松東巷33號之10,新北市立金山高級中學,二年級,0906403692,
鄒冬慈,0916701016,花蓮縣吉安鄉建昌路5號,新北市立瑞芳高級中學,三年級,0953889080,
黃折邦,0913416445,花蓮縣花蓮市民權路28號,台北市立大理高級中學,二年級,0918458531,
吳亞致,0923335646,屏東縣高樹鄉中華巷3號10樓,新北市立三芝高級中學,三年級,0978246920,
彭翔風,0963901879,臺中市西屯區福星路14號,新北市立板橋高級中學,一年級,0996862342,
蔡洪辛,0917784608,臺北市大安區和平東路２段29號2樓之10,新北市立新北高級中學,一年級,0987080119,
趙娟婉,0963344889,桃園市大園區中正東路11號11樓,新北市立新店高級中學,一年級,0954491698,
白維緹,0968467782,高雄市鳳山區鳳松路北市場86號之17,新北市立金山高級中學,三年級,0937255498,
梁林英,0922171266,臺中市沙鹿區保順路27號之12,台北市立建國高級中學,二年級,0917623879,
鄭勳堯,0955709071,嘉義市西區民生南路9號,新北市立新莊高中,三年級,0926962129,
李宥湘,0911261800,新北市新店區梅崗一路49號,新北市立樹林高級中學,三年級,0922765130,
馮希禧,0982848340,屏東縣九如鄉維新街78號,台北市立大直高級中學,一年級,0938277084,
林杉軒,0982895313,高雄市前鎮區瑞西街14號,新北市立三峽高級中學,二年級,0973387695,
姚一梓,0918048797,雲林縣麥寮鄉文化路84號2樓之20,台北市立中山高級中學,三年級,0902683872,已離開
尤名得,0925863839,高雄市湖內區清水街7號,新北市立深坑高級中學,三年級,0931423899,
何易飛,0961982167,雲林縣口湖鄉文明路5號11樓之17,新北市立樹林高級中學,二年級,0909125593,
鄭希春,0986517813,新竹縣關西鎮衡陽路62號之18,台北市立建國高級中學,二年級,0967205793,
莊叡雅,0923405970,桃園市桃園區大有路38號,新北市立新莊高級中學,二年級,0908050000,已離開
彭可寶,0916893907,臺南市楠西區中華路96號3樓,新北市立三芝高級中學,一年級,0921040362,
翁南玉,0914948832,高雄市仁武區霞海路26號之13,台北市立中山高級中學,一年級,0938120003,
林家靜,0970142345,新北市三重區車路頭街78號,台北市立景美高級中學,三年級,0999798790,
石山羣,0923887921,臺中市南屯區惠中路３段99號,台北市立中正高級中學,三年級,0904523661,
羅亭萱,0918712753,金門縣金湖鎮新塘82號2樓,新北市立新莊高級中學,一年級,0982360799,
陳笑華,0928437247,臺北市內湖區金龍路82號,新北市立瑞芳高級中學,一年級,0904875760,
鄭流裕,0925719373,苗栗縣苗栗市靖康29號之3,台北市立大同高級中學,三年級,0919938662,
林喧雅,0989353183,宜蘭縣三星鄉萬富路32號之12,新北市立淡水高級中學,一年級,0923324207,
賴曉泓,0916788370,南投縣鹿谷鄉愛鄉路56號11樓,台北市立大同高級中學,二年級,0926252153,
王媛珊,0916426044,臺中市西屯區順平二街28號,台北市立實踐高級中學,三年級,0989186233,
尤樸瑜,0960969405,桃園市中壢區仁德四街49號之20,台北市立第一女子高級中學,二年級,0940164205,
黃沐琉,0958163902,新北市三重區溪尾街18號4樓,新北市立板橋高級中學,一年級,0943705843,
黃子家,0988536644,臺中市北屯區文昌三街31號,台北市立松山高級中學,一年級,0931982343,
林庭朋,0921645242,臺中市梧棲區梧棲路德鄰巷35號,台北市立光明高級中學,一年級,0911112217,
馬奕宗,0937424196,高雄市前鎮區翠福街88號3樓之8,台北市立大同高級中學,三年級,0938035243,
蘇湘珊,0970445057,新竹縣竹北市嘉興路蓮華巷49號,台北市立中山高級中學,三年級,0901976627,
韓聖黛,0960053546,新竹縣竹北市嘉政八街66號之12,新北市立淡水高級中學,一年級,0987526728,
程笑雲,0958353594,桃園市桃園區孝二街85號,台北市立大直高級中學,二年級,0918177300,
李凡琳,0986929105,雲林縣斗六市竹圍路75號,新北市立金山高級中學,三年級,0948451237,
林依昭,0925359023,臺中市北區大義街36號9樓,台北市立和平高級中學,二年級,0960271172,
廖均庸,0989865909,高雄市林園區忠孝西路48號之6,新北市立板橋高級中學,二年級,0956835523,
李可瑞,0988565797,臺中市西屯區臺灣大道５段10號,新北市立新北高級中學,二年級,0987828871,
周尚韶,0923438378,南投縣鹿谷鄉六合街42號6樓,新北市立三芝高級中學,三年級,0907511654,
劉心瑄,0953014196,臺中市神岡區豐洲路2號,台北市立景美高級中學,三年級,0984381152,
梁樂莉,0910928517,南投縣草屯鎮二坪巷2號,新北市立三重高級中學,一年級,0927606727,
彭依港,0938222768,屏東縣屏東市中山路43號之20,新北市立淡水高級中學,三年級,0976248142,
鄭才瑋,0913632774,臺中市東區十甲路78號,新北市立樹林高級中學,二年級,0956985057,
吳家心,0911202610,宜蘭縣蘇澳鎮德興二路27號之19,新北市立新北高級中學,一年級,0974397845,
宋實福,0954903013,臺中市沙鹿區星輝路48號,台北市立松山高級中學,三年級,0933310690,
張昌然,0955441435,桃園市龜山區文化五路35號之11,台北市立中正高級中學,三年級,0983574851,
田光康,0918059379,屏東縣屏東市環東街98號,新北市立淡水高級中學,一年級,0974126902,
馮沐銀,0988707951,嘉義縣布袋鎮貴舍57號之1,台北市立第一女子高級中學,三年級,0997970131,
宋世天,0935060835,澎湖縣七美鄉埔內75號,新北市立深坑高級中學,三年級,0900329849,
王倩舒,0963590183,雲林縣北港鎮大北18號,新北市立新莊高中,三年級,0932176154,
張也茜,0913497221,高雄市旗山區至誠巷35號,新北市立中和高級中學,三年級,0904138436,
陳禹雙,0986328554,新竹市香山區中華路６段42號11樓,新北市立新莊高中,二年級,0979629221,
卓嘉採,0938102915,臺中市大里區立仁路53號,新北市立鶯歌高級中學,二年級,0983917377,
蘇堇澤,0912844648,高雄市內門區新生15號,台北市立南港高級中學,三年級,0986150742,
白博霆,0929250110,南投縣竹山鎮東興巷2號,新北市立金山高級中學,一年級,0986570553,
陸驥鼎,0988625208,臺中市北屯區中清西一街77號,新北市立三重高級中學,二年級,0920241045,
吳瑛鬆,0915381460,臺中市神岡區大社街80號之8,台北市立華岡高級中學,一年級,0982947033,已離開
湯雪韜,0935360120,高雄市大社區堂內巷34號4樓,新北市立新莊高級中學,一年級,0901266167,已離開
張艾藝,0938935796,臺中市南屯區文山三街57號,新北市立淡水高級中學,二年級,0992324720,
王庭筠,0932580753,彰化縣鹿港鎮慶安街11號之10,台北市立實踐高級中學,三年級,0935504489,
張慧睿,0961407724,臺北市中正區濟南路２段69號9樓,台北市立光明高級中學,二年級,0966654492,
童秀立,0929983444,新竹市北區武陵路43號8樓,新北市立土城高級中學,二年級,0917393759,
余力蓓,0936177585,新北市永和區永平路87號,台北市立建國高級中學,三年級,0994643083,
古健騏,0919786189,高雄市小港區崇敬街54號8樓,台北市立西松高級中學,三年級,0931879328,
陳帆貴,0982512461,臺中市西屯區福中七街81號3樓,新北市立五股高級中學,二年級,0953053491,
范敏旻,0955546051,新北市雙溪區赤皮崙50號4樓,台北市立和平高級中學,一年級,0982066113,
傅葉雯,0920649439,桃園市中壢區龍東路88號之8,新北市立新莊高中,一年級,0995724208,
鐘於瑾,0960813103,雲林縣虎尾鎮埒內48號,台北市立實踐高級中學,一年級,0905461845,
曾宇少,0917487453,新北市新莊區環漢路４段56號9樓,新北市立新莊高中,三年級,0915400400,
李才逸,0939843705,臺北市大安區和平東路２段71號4樓之20,台北市立和平高級中學,一年級,0987476065,
陳政義,0930331591,臺南市永康區永大路２段8號2樓之10,新北市立三芝高級中學,一年級,0911670617,
賴勝鬱,0925446368,屏東縣高樹鄉南華村中山巷35號之12,台北市立南港高級中學,一年級,0954266400,
尤晗藻,0912489252,新竹市香山區中山路85號,新北市立中和高級中學,二年級,0930236701,
吳姿娟,0935203147,高雄市大寮區文化路文化三巷38號,台北市立光明高級中學,三年級,0962117078,
林也曄,0926419614,南投縣南投市永興路一街97號,台北市立第一女子高級中學,一年級,0915883491,
呂庭恬,0930093191,桃園市八德區介壽路２段3號12樓之16,新北市立三芝高級中學,一年級,0958464953,已離開
紀葉語,0972263336,宜蘭縣頭城鎮民鋒路77號,台北市立第一女子高級中學,三年級,0942797049,
黃元初,0982981774,高雄市前鎮區興漁四路76號,新北市立泰山高級中學,三年級,0973139514,
薛瑋芳,0932370476,高雄市小港區高坪三十五街37號,新北市立新店高級中學,一年級,0969063227,
鄭思藍,0989936956,臺中市北區北平路１段81號7樓,新北市立五股高級中學,二年級,0936168288,
龔凡名,0987600832,新竹市東區光復路２段清大東院58號,台北市立大理高級中學,二年級,0947334324,已離開
曾明辰,0912824111,臺北市萬華區隆昌街49號,台北市立光明高級中學,三年級,0914782820,
朱泰辰,0963567196,嘉義縣新港鄉奉天路14號,台北市立實踐高級中學,一年級,0963751780,
高天歌,0955139120,臺中市大肚區南榮路85號6樓之17,台北市立大同高級中學,三年級,0937419472,
馮卿鬱,0968679487,彰化縣田中鎮大社路２段87號2樓,新北市立樹林高級中學,一年級,0996595463,
田先鳳,0929202740,新竹縣關西鎮石門67號10樓,新北市立鶯歌高級中學,三年級,0960247816,
黃偲雯,0910665360,花蓮縣玉里鎮興國路２段64號,台北市立西松高級中學,二年級,0995936589,
劉昭舒,0916927198,新北市土城區中華路２段96號,新北市立新莊高級中學,三年級,0928105761,
楊圖水,0954162978,臺南市楠西區民族路92號,新北市立深坑高級中學,二年級,0928885298,已離開
楊昭淑,0961431692,臺中市西區市府路86號,新北市立瑞芳高級中學,二年級,0921774754,
丁剛巖,0936452156,高雄市彌陀區中正北路19號3樓,台北市立松山高級中學,二年級,0948463167,
劉羽陽,0930699847,新竹縣竹北市環北路２段5號,新北市立三峽高級中學,一年級,0900398339,
陸昕瑋,0919029810,臺中市大肚區王福街53號,台北市立第一女子高級中學,三年級,0984176348,
賴宜景,0914879017,宜蘭縣蘇澳鎮文中街27號之17,台北市立大理高級中學,一年級,0992947145,
沈月雷,0927776134,臺南市新營區新榮五街48號,新北市立新莊高中,一年級,0980667888,
林勝琳,0914913406,南投縣草屯鎮民權路61號,台北市立大安高級中學,三年級,0902917680,
蔡宜玟,0934573579,高雄市橋頭區鐵道北路7號,新北市立三峽高級中學,三年級,0906749270,
鄭致若,0931574167,臺中市新社區中和街５段31號8樓,台北市立大理高級中學,三年級,0911679563,
蕭易順,0912922035,新竹市北區金農路85號,新北市立中和高級中學,二年級,0948229139,
蕭瑞韜,0924816478,基隆市安樂區崇德路99號,新北市立金山高級中學,一年級,0983475619,
阮笑莎,0936032182,桃園市觀音區新村路２段20號10樓,台北市立第一女子高級中學,二年級,0972834936,
蔣善聰,0913043256,桃園市平鎮區自由街85號11樓,新北市立板橋高級中學,二年級,0996006483,
張宸清,0919649993,新竹縣竹北市安溪寮47號7樓之7,新北市立泰山高級中學,一年級,0907058542,
傅也肇,0968500713,苗栗縣銅鑼鄉新興路72號,台北市立實踐高級中學,一年級,0977365717,
許石鑫,0935470451,雲林縣四湖鄉蔡厝路85號6樓,新北市立新北高級中學,一年級,0988479345,
盧欽鬆,0934908543,臺中市豐原區社皮路35號之9,新北市立瑞芳高級中學,三年級,0956490451,
林亭清,0952612427,臺南市東山區育群街52號之6,私立薇閣高級中學,一年級,0987293761,
楊嬌洢,0912748855,宜蘭縣員山鄉新城路37號7樓,台北市立光明高級中學,三年級,0982375576,
陳歆潮,0939347139,宜蘭縣冬山鄉建進三路90號7樓,台北市立中正高級中學,一年級,0936629323,
陳意隆,0960134859,雲林縣西螺鎮民族街45號,新北市立中和高級中學,一年級,0903894023,
周彬洋,0952160526,高雄市小港區高坪二十九路9號7樓,新北市立瑞芳高級中學,三年級,0989731835,
陸春祟,0958101977,屏東縣萬丹鄉南北路２段78號8樓,新北市立瑞芳高級中學,一年級,0982841813,
黃沛鷺,0970557619,南投縣南投市琯溪街35號,台北市立第一女子高級中學,二年級,0919586343,
黃娜進,0931337229,嘉義縣竹崎鄉石棹17號,台北市立中正高級中學,一年級,0927682035,
薛磊馳,0936247237,臺中市西區東興路３段13號,新北市立金山高級中學,二年級,0921756807,
邱水青,0915416802,臺中市西屯區黎明路２段18號4樓,台北市立中正高級中學,三年級,0937397104,
陳嶽華,0971934246,苗栗縣卓蘭鎮老庄31號7樓,台北市立第一女子高級中學,二年級,0996090668,
簡宥照,0926549041,桃園市桃園區陽明一街5號,新北市立三峽高級中學,二年級,0986692512,已離開
周彤振,0925603679,臺中市西屯區大墩十七街86號,台北市立大理高級中學,一年級,0982507382,已離開
紀芳茜,0987754950,南投縣南投市永興路84號11樓,新北市立中和高級中學,三年級,0936127875,
蔡婭嬡,0953879746,新竹縣竹北市縣政十三路58號,台北市立華岡高級中學,三年級,0956979991,
陳棋蓁,0913072833,新竹市東區埔頂三路34號之9,台北市立大直高級中學,一年級,0910009284,
羅煒進,0936072956,高雄市岡山區岡燕路39號9樓,私立薇閣高級中學,二年級,0953342857,已離開
戴敏瑋,0982760467,宜蘭縣三星鄉三星路７段25號12樓,新北市立五股高級中學,一年級,0930940024,
林業祺,0930692135,臺南市安平區建平路36號2樓,新北市立三峽高級中學,三年級,0958704250,
蔡玥玲,0930277737,臺北市松山區敦化北路74號,台北市立建國高級中學,三年級,0937388505,
卓洪鑫,0921911763,金門縣金寧鄉仁愛新67號,新北市立新店高級中學,二年級,0953627248,
張和文,0963110769,臺中市北區益華街38號4樓,新北市立淡水高級中學,二年級,0979434499,
孫平新,0917507888,臺南市永康區龍潭街66號,台北市立光明高級中學,二年級,0950124315,
賴曄貴,0930503963,嘉義縣水上鄉中庄58號,台北市立大理高級中學,二年級,0906846695,
連平鬱,0931360590,新北市中和區錦和路77號11樓之7,新北市立三重高級中學,三年級,0963853006,
王常盛,0922140955,臺南市永康區竹林街11號,台北市立大理高級中學,三年級,0946249469,
郭念芊,0933381916,苗栗縣公館鄉中義48號之19,新北市立泰山高級中學,三年級,0943155255,
李煒諄,0937294432,臺北市中正區晉江街85號,台北市立景美高級中學,一年級,0919263326,
湯又鬆,0960111431,新竹市東區光復路２段清大東院59號,新北市立深坑高級中學,一年級,0967284175,
張倫堇,0913343782,臺中市西屯區西屯路２段市場巷73號,新北市立深坑高級中學,二年級,0906428089,
林曼棋,0961781702,桃園市楊梅區伯公岡14號,台北市立光明高級中學,一年級,0952547165,
范石磊,0931438693,臺中市龍井區遊園南路20號3樓,台北市立第一女子高級中學,二年級,0910618659,已離開
唐健許,0933993490,臺北市中正區中山南路34號,私立薇閣高級中學,二年級,0997227188,
林孝瑜,0916217683,臺中市大里區光正路67號,台北市立大直高級中學,二年級,0970708620,已離開
翁安宥,0917215238,宜蘭縣冬山鄉佛光路77號4樓,新北市立新店高級中學,一年級,0903635257,
林育谷,0917572613,臺中市后里區廠舍莊二弄80號之6,新北市立土城高級中學,三年級,0919001417,已離開
鍾修苑,0989249898,苗栗縣竹南鎮博愛街92號,台北市立南港高級中學,三年級,0977542668,
吳光才,0924840078,屏東縣屏東市逢甲商場3號之7,新北市立樹林高級中學,一年級,0914006100,
楊禹芳,0958296161,屏東縣長治鄉潭頭路57號,台北市立大安高級中學,二年級,0962022549,
嚴玉軒,0952949749,臺中市梧棲區立德街64號之11,新北市立淡水高級中學,三年級,0959365298,
童清鋒,0989811754,嘉義縣番路鄉崎96號,新北市立淡水高級中學,三年級,0933492041,
趙信港,0911401157,臺中市南屯區三厝西二巷46號,台北市立第一女子高級中學,三年級,0985338026,
楊悦星,0963997335,嘉義市東區圓福街20號,台北市立中山高級中學,三年級,0958713906,
溫泛爾,0939448299,新北市中和區秀峰街53號之4,私立薇閣高級中學,一年級,0917345220,已離開
林梅金,0931186029,桃園市龍潭區福壽街75號,新北市立三峽高級中學,一年級,0939405407,
江吉舒,0972903696,桃園市中壢區中山路24號,新北市立五股高級中學,二年級,0924873124,
王彌拓,0986579201,宜蘭縣三星鄉山茶路90號12樓,台北市立第一女子高級中學,三年級,0942716102,
沈成鋅,0920015143,臺南市鹽水區田寮94號,台北市立南港高級中學,一年級,0934822337,
陸皓雄,0923865042,苗栗縣公館鄉福基29號,台北市立景美高級中學,二年級,0906337759,已離開
李煒鋭,0926209526,屏東縣潮州鎮中山四巷39號7樓,新北市立板橋高級中學,一年級,0906807059,
李一宇,0971913081,苗栗縣苗栗市北龍岡51號,新北市立板橋高級中學,一年級,0971544480,
魏懷景,0928222194,高雄市三民區中道街52號12樓,台北市立大直高級中學,二年級,0981164505,
鄭晶育,0925647014,臺北市中山區錦州街81號之9,台北市立第一女子高級中學,二年級,0998290071,
唐婭洪,0958577045,臺中市大里區工業十四路81號,新北市立林口高級中學,三年級,0906173162,
王寧棋,0914779038,彰化縣大城鄉下寮路27號之4,新北市立新莊高級中學,二年級,0996999506,
李林海,0960226748,高雄市左營區果峰街37號9樓,新北市立土城高級中學,二年級,0910196664,
陳瑾蓁,0958736022,臺南市仁德區德洋二街83號,台北市立大同高級中學,二年級,0928693676,
董冉恩,0933112647,桃園市觀音區埔頂32號,私立薇閣高級中學,二年級,0971105722,
巫寶琪,0971577706,臺中市大雅區學府路31號之15,台北市立光明高級中學,三年級,0939842504,
戴初毓,0955071756,新北市板橋區景福路56號,台北市立第一女子高級中學,三年級,0909769803,
李召慈,0970791663,臺中市大甲區和平路100號5樓,台北市立光明高級中學,二年級,0992332330,
邱星昭,0926386394,彰化縣埔心鄉員鹿路３段3號,新北市立新北高級中學,三年級,0960696519,
張思聖,0928980866,花蓮縣吉安鄉明仁一街45號2樓之4,台北市立大同高級中學,三年級,0977523569,
陸鈺飄,0932982030,臺南市東區裕忠二街64號,新北市立中和高級中學,三年級,0946036601,已離開
石晉海,0970795858,新北市永和區環河東路３段60號,台北市立實踐高級中學,三年級,0934401798,
柯豪越,0972743373,雲林縣古坑鄉草嶺6號,台北市立實踐高級中學,一年級,0981203734,
王勝彥,0917469797,臺中市豐原區中陽路4號之18,台北市立西松高級中學,二年級,0985744020,
林珈珍,0911306476,臺南市白河區外角82號,新北市立三芝高級中學,三年級,0911007034,
張剛維,0963267666,新北市中和區中安街34號,新北市立五股高級中學,三年級,0999117156,
錢世功,0987641292,臺中市東勢區正三街88號9樓,新北市立中和高級中學,三年級,0931274245,
鍾晗融,0987847514,臺中市西區中美街39號4樓之18,新北市立板橋高級中學,三年級,0962969760,
張於玟,0961699618,桃園市中壢區致遠一路49號7樓,新北市立三峽高級中學,一年級,0946663329,
丁月飛,0932208322,桃園市中壢區龍和一街94號,新北市立板橋高級中學,二年級,0924970598,已離開
周秀茂,0961510617,臺南市柳營區東南五街1號,台北市立光明高級中學,一年級,0988487272,已離開
姜好姣,0955144421,新北市中和區興南路２段47號,台北市立景美高級中學,一年級,0952342007,已離開
王峯東,0914793562,新竹縣新埔鎮民生街51號之8,新北市立五股高級中學,三年級,0918133456,已離開
王敏藝,0934814297,新竹縣竹北市高鐵二路40號2樓之13,新北市立中和高級中學,三年級,0914838553,已離開
鄭以郁,0921343152,彰化縣大城鄉竹寮路53號,新北市立五股高級中學,二年級,0905214479,
連依可,0912899468,新北市中和區中山路２段41號之17,新北市立新莊高中,三年級,0935235226,
杜榕英,0922426976,高雄市鳳山區八德路２段61號,台北市立和平高級中學,三年級,0916853512,
溫源賢,0914549404,臺中市大里區中興路１段致富巷49號,台北市立大安高級中學,二年級,0954382190,
邱信利,0989241675,臺南市中西區康樂街91號,新北市立瑞芳高級中學,一年級,0947255221,
張江秀,0930119281,屏東縣九如鄉九龍路59號9樓,新北市立深坑高級中學,一年級,0973462834,
金之臻,0925058135,臺南市新市區大營96號7樓,新北市立新北高級中學,二年級,0964982454,
邱怡柯,0918829010,臺中市大里區仁化路38號4樓之3,台北市立大安高級中學,二年級,0931016024,
張盛福,0913776866,雲林縣虎尾鎮民主一路39號,台北市立松山高級中學,一年級,0936470019,
戴丹棋,0971501588,臺中市北區文昌東三街58號,新北市立泰山高級中學,二年級,0974245808,
王綺雯,0972372660,屏東縣屏東市公正四街14號12樓,新北市立板橋高級中學,三年級,0911846698,
蔡俞偉,0916532935,彰化縣社頭鄉文化西巷81號8樓,新北市立土城高級中學,三年級,0913979847,
林宜芬,0952429352,臺南市善化區光復路61號,台北市立中山高級中學,二年級,0918370166,
紀曼靖,0927516142,基隆市暖暖區暖暖街34號,新北市立板橋高級中學,二年級,0953852411,
沈之紫,0954556239,臺中市東勢區中新街西新巷22號,新北市立樹林高級中學,一年級,0947101017,
金玟緹,0934000702,桃園市八德區紅坡腳33號,私立薇閣高級中學,二年級,0986288965,已離開
鐘濤耀,0930152892,桃園市八德區庄肚100號,新北市立新北高級中學,二年級,0939364237,
呂棟逸,0935094759,桃園市大園區國際路２段99號,新北市立泰山高級中學,一年級,0981985020,
林健達,0922283149,高雄市小港區南星路70號,台北市立松山高級中學,二年級,0913684345,
謝凡翊,0927095662,花蓮縣花蓮市美工六街56號,新北市立新莊高級中學,三年級,0929835262,
楊先玟,0921010823,屏東縣九如鄉大坵路15號,台北市立建國高級中學,三年級,0930687211,
呂熹義,0972021931,臺中市太平區仔坑路46號,新北市立新莊高中,一年級,0904009218,
鄭紫莉,0928392893,桃園市中壢區昆明街22號6樓之20,新北市立金山高級中學,三年級,0995297678,已離開
張漩蓓,0930502897,臺中市北區錦新街97號,新北市立中和高級中學,一年級,0958818227,
姚文陽,0934313929,臺南市東區崇德二十五街63號,新北市立深坑高級中學,二年級,0916348198,
陳誠鴻,0963815933,新北市淡水區八勢路28號,台北市立西松高級中學,一年級,0975461008,
曾博彬,0971178846,臺中市大雅區科雅路40號2樓,新北市立三芝高級中學,二年級,0990838031,已離開
康純萱,0928420259,臺中市清水區中華路100號7樓之1,新北市立樹林高級中學,三年級,0926375554,
錢培子,0928824944,桃園市桃園區陽明十街12號,台北市立大同高級中學,二年級,0934942175,
朱博遠,0913138949,新北市淡水區糞箕湖52號之6,台北市立光明高級中學,三年級,0981324942,
林杭清,0989272705,高雄市鼓山區民康街83號,私立薇閣高級中學,三年級,0908595294,
姚磊禧,0939616167,臺南市善化區安順二路38號,新北市立鶯歌高級中學,三年級,0958559460,
黃晴漩,0971040665,新竹縣芎林鄉文德路72號,新北市立新莊高級中學,一年級,0941700409,
