student_name,tel,city,district,route
黃容愛,0911386473,新北市,瑞芳區,侯硐路86號11樓
陳慶祉,0972018643,彰化縣,大村鄉,大崙路66號
古嶽樺,0924343843,臺南市,歸仁區,中正北路３段2號2樓
胡丹璇,0953450598,屏東縣,屏東市,大橋頭76號10樓
張寶美,0933904224,高雄市,甲仙區,和南巷65號
羅月許,0932389875,高雄市,路竹區,四維路20號
徐江祉,0972060813,彰化縣,彰化市,龍涎北路6號之10
劉沫遠,0911501060,新北市,中和區,景新街59號
張森霄,0931462286,桃園市,龍潭區,泥橋子24號
王謹鼎,0937314801,屏東縣,佳冬鄉,忠信巷52號之5
魏呈雯,0958436522,高雄市,前鎮區,千富街68號之9
李樹華,0916654622,臺東縣,卑南鄉,文泰路55號11樓
朱晉美,0928025422,苗栗縣,苗栗市,福華街50號
黃浚良,0952552406,新北市,板橋區,民生路１段23號
曹珍瑋,0954488309,苗栗縣,三灣鄉,北坑54號2樓
蔣丞黛,0934395928,桃園市,龍潭區,福龍路２段65號
鄭折韜,0911149581,屏東縣,內埔鄉,學興路74號
蘇盈美,0936976490,高雄市,湖內區,中山路２段7號9樓
程月瓊,0913878166,桃園市,龜山區,楓樹坑22號
張漩麗,0925541303,花蓮縣,瑞穗鄉,中正北路１段69號之20
陳南姝,0954242672,桃園市,蘆竹區,光明路１段28號8樓之19
陳羽谷,0939890799,屏東縣,恆春鎮,省北路92號之8
童功霆,0988688935,嘉義縣,朴子市,仁和二路2號
康城浩,0935057144,桃園市,楊梅區,高鐵南路１０段73號
林依汶,0935711330,新北市,淡水區,小坪頂10號6樓
汪書梓,0926566011,桃園市,八德區,三界廟後23號5樓
溫丹春,0927817507,高雄市,三民區,本館路57號
林毅雪,0935928983,高雄市,仁武區,文南一街3號
王清琉,0937676307,臺中市,東區,復興路４段53號7樓
許品於,0924635311,彰化縣,秀水鄉,蘇周巷60號
吳凌召,0939534319,屏東縣,高樹鄉,三民路大同巷61號
許勳容,0960271226,臺中市,外埔區,甲后路22號
許俊新,0932330609,臺南市,安南區,安和路１段29號
張曉汝,0933642417,高雄市,鳳山區,南華路9號
劉燕睿,0970703707,臺北市,大同區,迪化街２段85號之7
黃坤馨,0956408826,新北市,三重區,龍門路91號
江珈笑,0915506652,屏東縣,潮州鎮,開元路41號7樓之2
盧益筑,0986810494,臺中市,豐原區,田心路２段5號7樓之5
方研馨,0963124010,高雄市,岡山區,博仁街55號2樓
劉書霄,0927295329,嘉義縣,中埔鄉,頂埔65號
洪品悦,0920686077,高雄市,左營區,軍校路43號7樓
卓恬麗,0922153581,桃園市,桃園區,大豐路54號
張媛雅,0917103151,高雄市,鳳山區,鳳松路79號
蔡宛揚,0930170245,臺南市,南區,金華路１段78號之20
盧晏瑞,0920930768,嘉義縣,竹崎鄉,朴子埔45號之11
李勛江,0927626750,臺中市,西區,英才路24號4樓
林樺靖,0912453472,桃園市,觀音區,中央路72號之13
白樂聖,0937876384,臺南市,中西區,公園路85號之19
陳儀芯,0934112184,雲林縣,元長鄉,安寧街91號8樓
林諺鑫,0915128016,彰化縣,和美鎮,西園路59號之7
曾冠安,0914360670,宜蘭縣,冬山鄉,安中路31號
許嘉少,0914640041,彰化縣,線西鄉,彰濱西五路35號之2
高秀鬆,0933562481,臺中市,西屯區,寧夏西二街27號
蘇禧苑,0931857243,桃園市,觀音區,金廣路22號
林啟韻,0933639584,新北市,淡水區,淡金路５段68號
鄭水雷,0938213576,屏東縣,內埔鄉,振興路24號2樓
柯興遙,0953565750,臺中市,沙鹿區,正英五街89號6樓
張亞羽,0972300533,臺北市,士林區,天玉街8號
錢坤實,0914408913,高雄市,燕巢區,麒麟巷28號10樓
陳召淳,0935882796,苗栗縣,大湖鄉,中正路福德巷28號
胡晨術,0922442847,苗栗縣,苗栗市,吉祥15號
張珮禹,0914737262,彰化縣,社頭鄉,新生巷西一弄12號
尤煒超,0982009351,彰化縣,大村鄉,慶安路38號
林瑩進,0924277564,桃園市,龜山區,萬壽街31號4樓
沈希晤,0955779584,臺中市,西屯區,河南路２段30號11樓
羅欣藝,0932501676,彰化縣,和美鎮,大佃路55號8樓
詹功潤,0931853909,彰化縣,鹿港鎮,安民街67號
湯楠軒,0955220453,臺中市,大甲區,中山路２段6號
王然鳴,0920736487,新北市,鶯歌區,永智街26號6樓之4
楊林飄,0932326134,彰化縣,北斗鎮,八德路86號7樓
李園瑩,0934606669,臺中市,后里區,三豐東路24號之6
韓浚聰,0988034474,高雄市,林園區,石化三路58號7樓
林世皓,0916121690,桃園市,平鎮區,廣明路60號12樓
馬嘉昊,0956848575,桃園市,大園區,內海墘97號
洪孝蕾,0921653740,新竹市,東區,金山三街88號
歐彥濤,0914607344,臺中市,沙鹿區,中山路37號12樓
許利辰,0986844857,新北市,新店區,玉山路68號9樓之8
馬傑浚,0961470921,高雄市,仁武區,正安街40號
袁源飄,0938282596,桃園市,中壢區,中福路98號8樓之9
溫品琉,0961606909,新北市,蘆洲區,信義路79號11樓
彭義茹,0924540886,屏東縣,萬丹鄉,吉林路86號3樓
黃凡泛,0923770411,雲林縣,虎尾鎮,北平路63號
黎嫻碧,0963021753,彰化縣,竹塘鄉,中央路２段55號之11
洪樂達,0988876858,高雄市,楠梓區,大學三十八街58號之17
張緹苡,0916950384,嘉義縣,新港鄉,板頭厝79號11樓
袁吉藝,0958243714,彰化縣,彰化市,大埔路25號9樓之6
馮盛苑,0982971202,臺中市,烏日區,溪南路１段58號
曾棟霆,0958655722,宜蘭縣,礁溪鄉,中興路69號
林晨騏,0919595409,宜蘭縣,三星鄉,拱照十二路45號5樓
張修濤,0921166041,臺中市,清水區,和睦路３段69號之16
王冉凡,0931904136,臺北市,信義區,忠孝東路５段12號
蘇卓源,0982669147,臺東縣,成功鎮,民恒路84號
蔣亮寒,0935609725,高雄市,岡山區,前峰路2號6樓
林冉飄,0910141792,桃園市,中壢區,忠義路94號11樓
楊晟隆,0968914145,屏東縣,春日鄉,春日路29號
林依振,0937156904,新北市,蘆洲區,中正路55號3樓之15
嚴子宗,0931544874,新北市,樹林區,柑園街１段7號
蔡仁辰,0923174532,臺中市,西屯區,福星北二街3號
王漢雯,0917853265,雲林縣,西螺鎮,正義路91號
黃宸晴,0960160414,臺南市,永康區,永大三路46號之8
劉升芝,0982596070,臺中市,北區,陝西東一街55號
傅凡海,0988996758,宜蘭縣,大同鄉,鹿場路76號之19
謝懿捷,0935654789,彰化縣,社頭鄉,中興路32號
童璧芸,0932244088,宜蘭縣,蘇澳鎮,坪林路27號
吳庸顏,0963319369,新竹市,北區,仁德街10號4樓
黃維興,0927151635,南投縣,埔里鎮,虎山六街54號6樓之3
楊也欣,0925766384,彰化縣,溪湖鎮,育才街52號8樓之11
林珍蕊,0970294430,屏東縣,屏東市,公正街64號
林允漢,0968594996,新北市,蘆洲區,長安街32號
陳潞甯,0931651109,桃園市,平鎮區,明德北路48號4樓之4
湯功林,0927396243,彰化縣,員林市,香山二路33號
林圖驥,0938925323,臺北市,南港區,經園街33號6樓
許哲超,0936019377,宜蘭縣,蘇澳鎮,全祿街29號
古呈姝,0923805851,臺南市,善化區,文康街72號8樓
張郁銀,0930186941,屏東縣,屏東市,大義巷85號之10
陳彥梅,0933007927,臺東縣,臺東市,文心街100號6樓
林嫣芊,0927542672,花蓮縣,瑞穗鄉,廣東路一街11號
鄧悦晉,0939193091,臺中市,沙鹿區,東晉十一街3號
范潞蒨,0917977614,臺北市,信義區,青雲街3號
金信泰,0923188196,新北市,瑞芳區,靜安路４段62號10樓
施健羣,0960164601,澎湖縣,白沙鄉,鎮海45號
李淇琴,0917361681,臺北市,南港區,成福路59號
賴威澍,0925741262,雲林縣,虎尾鎮,虎興東二路47號
蔣亞瑄,0911134473,臺南市,仁德區,仁德四街31號之7
蔣婷易,0989970744,雲林縣,林內鄉,中正路76號之17
陳克念,0933584766,屏東縣,屏東市,靖華巷4號
廖泓莘,0912034975,高雄市,鹽埕區,莒光街90號之8
梁凰天,0918128931,新北市,五股區,芳洲七路31號
嚴世宗,0988577608,金門縣,金沙鎮,復興街57號
黃任堯,0970536331,雲林縣,斗六市,鎮北路88號7樓之18
林志舟,0952349844,屏東縣,屏東市,圍內76號11樓
劉婷青,0924122336,雲林縣,土庫鎮,好收31號之14
金恬潔,0923042075,臺南市,下營區,信義二街23號之20
潘棋芬,0919892892,臺南市,官田區,興隆街67號
顏冬玉,0931136438,臺中市,霧峰區,五福西路91號
廖涵甯,0953080086,臺中市,后里區,富春路25號6樓之13
蔡實水,0932880832,新北市,新莊區,化成路33號3樓之1
陳知謙,0923464047,彰化縣,彰化市,華山路92號之7
賴淼鑫,0971886336,高雄市,仁武區,仁怡二街32號7樓
彭冉臻,0933601258,臺南市,歸仁區,大仁十街8號6樓
黃柯珍,0971779928,高雄市,橋頭區,橋頭路大井巷4號
李君淳,0939016730,宜蘭縣,冬山鄉,三英路93號
黃朋益,0961636809,臺南市,楠西區,中興南路98號
陳丞祺,0918394916,南投縣,鹿谷鄉,仁義路仁德巷49號5樓之16
楊丹艾,0924285092,臺中市,東區,東英路32號之5
陳彤温,0954710667,臺中市,后里區,文明路8號
林琳禎,0939405389,苗栗縣,後龍鎮,自強街24號
朱旭羣,0931098572,苗栗縣,後龍鎮,南北坑42號4樓
康卓駱,0911814049,高雄市,旗山區,延平一路60號7樓之12
郭熙賢,0988377792,新竹縣,新埔鎮,仁愛路9號12樓之15
盧捷毓,0914090104,臺東縣,成功鎮,白蓮路6號之7
楊捷菲,0924472367,桃園市,平鎮區,平安南街68號
阮石鴻,0986799639,桃園市,平鎮區,延平路２段95號之19
杜文青,0926013576,苗栗縣,苗栗市,玉清一街20號之13
陳毅諄,0982451176,新北市,板橋區,五權街62號
吳樺鋭,0922836187,南投縣,水里鄉,玉山街74號之16
葉傑楠,0937286884,新北市,新店區,屈尺路24號
黃嬋肇,0988965021,臺中市,大里區,自立路82號之18
蕭志艾,0953123350,臺北市,大安區,信義路４段12號9樓
林優芊,0917577183,高雄市,鼓山區,蓬萊路97號之19
劉亮磊,0986191821,彰化縣,秀水鄉,番花路64號8樓
劉易樂,0910298589,彰化縣,田中鎮,酪農路85號8樓
連聰雪,0921815792,彰化縣,花壇鄉,中正路73號
蕭洪藻,0924535577,臺中市,大里區,青松街76號2樓
余君瑄,0929200163,臺中市,西屯區,甘州二街61號之3
廖宇陣,0988024494,臺南市,安南區,育安三街61號
曾婉蓓,0931780404,宜蘭縣,員山鄉,賢德路２段71號
吳曉聖,0954863395,桃園市,楊梅區,高鐵南路７段57號
林姝宛,0952086904,花蓮縣,花蓮市,國民二街61號12樓
施傑順,0952470302,高雄市,小港區,光輝街76號9樓之17
曾昱洪,0914585577,桃園市,平鎮區,興安路80號
林勵潮,0938815637,臺南市,麻豆區,中興街48號
龔奇忠,0988836773,臺中市,西區,四維街81號
李芮齊,0912897143,臺南市,永康區,二王路9號9樓
簡純菲,0924020858,臺中市,沙鹿區,福人街84號
黎函姝,0918809003,宜蘭縣,冬山鄉,安農七路69號之9
鄒燕珍,0931081082,臺南市,仁德區,義林十一街62號
龔瑩詩,0970008905,臺中市,南屯區,水碓巷5號之9
洪益美,0972473540,新竹縣,竹北市,鹿場46號之2
蔣洪雙,0934035635,臺中市,北屯區,崇德六路7號6樓
洪品祟,0939955671,雲林縣,崙背鄉,大明街90號5樓
謝利安,0938074277,高雄市,楠梓區,加宏路66號6樓
孫安齊,0961732160,基隆市,七堵區,泰安路57號
陳弘思,0970824428,臺中市,豐原區,北陽二街1號
林清鶴,0923041884,臺北市,萬華區,萬大路89號
林義華,0988568676,臺中市,豐原區,水源路37號12樓
張昀熹,0915813333,臺北市,萬華區,康定路94號
陳惠辰,0914356420,臺南市,永康區,大同街18號
鍾文欽,0988939443,臺南市,柳營區,福德二街51號之13
戴濱貴,0939686006,臺北市,南港區,東新街79號之15
鄧庭浩,0968022220,臺中市,后里區,大山路93號之7
謝雅韶,0936040161,臺北市,北投區,大興街9號
陳培藴,0921329496,新北市,樹林區,文化街79號之1
陳淳鬆,0925377448,嘉義縣,太保市,民生路16號
錢升嘉,0939872446,雲林縣,斗六市,田單街5號8樓之18
陳崇書,0924316895,臺南市,北區,育成路94號
黃丞信,0915141331,臺北市,南港區,市民大道８段83號
李悟潤,0986702051,臺南市,白河區,國光路78號2樓
邱品睿,0923172123,桃園市,大園區,長興街17號4樓之16
詹澍益,0963065892,臺中市,北屯區,北屯路66號
沈勁博,0931131673,花蓮縣,新城鄉,花師街80號
盧巖聖,0960166633,嘉義市,西區,友信街11號
曾婭晏,0917430071,高雄市,大寮區,信義路84號
邵文星,0936928452,屏東縣,屏東市,新興街64號之10
胡子瑄,0924019657,南投縣,仁愛鄉,清風路69號
何旭興,0910527516,桃園市,八德區,正福三街66號8樓之12
韓康才,0972554098,彰化縣,員林市,光明南街68號之20
翁清漩,0937924357,屏東縣,潮州鎮,光春路40號之14
戴瑋石,0915119709,高雄市,鳳山區,鳳明街28號
羅嫣璧,0911411342,嘉義縣,朴子市,朴子工業區一街81號6樓
金越馨,0938597793,臺中市,豐原區,西勢六街3號
王妹雅,0972014921,嘉義縣,梅山鄉,環南路40號
盧亮寒,0961921133,雲林縣,斗六市,長安北路89號
李秋菁,0987445244,臺中市,清水區,三美路39號
胡堇裕,0930467080,臺南市,永康區,大民街18號
黎妤秀,0961668170,新竹縣,關西鎮,北門口光復新村一街82號6樓之10
王婧惠,0920334891,臺北市,文山區,和平東路４段28號
錢中姿,0971616046,臺中市,大甲區,和平路37號
蔡先研,0927698548,彰化縣,線西鄉,金馬路69號之17
巫力洪,0971131214,基隆市,仁愛區,獅球路17號5樓
廖帆辰,0913516527,雲林縣,北港鎮,中山南路12號
鍾優肇,0916779343,彰化縣,田中鎮,新工五路86號12樓
馮倫濤,0938079705,嘉義縣,中埔鄉,吳鳳廟35號之5
吳棋萱,0916679611,臺北市,松山區,敦化北路97號11樓
翁千珂,0931176429,苗栗縣,銅鑼鄉,新興路13號
黃昕雁,0923294831,新竹市,東區,關東路2號4樓
藍舒菲,0931315735,臺北市,中正區,新生南路１段22號9樓之4
蔡元潔,0915253746,屏東縣,春日鄉,自強一路65號
卓安歡,0933243486,新北市,三重區,分子尾街56號
唐儀茹,0988709481,彰化縣,溪湖鎮,福利街100號
梁呈宸,0921392160,南投縣,中寮鄉,中集路8號11樓之1
胡才馨,0972986785,彰化縣,伸港鄉,文工三街15號9樓
林昊義,0986819073,高雄市,旗山區,柯厝巷70號3樓
鄭宗盈,0986993276,彰化縣,彰化市,泰和中街47號之19
李丞越,0912091326,新竹縣,尖石鄉,平論文63號
廖依萍,0936075593,高雄市,岡山區,康樂路38號
胡崇誠,0931015490,高雄市,鼓山區,南屏路30號9樓
陳傑庸,0989783044,臺中市,清水區,海濱路52號
鄒微甯,0917122333,雲林縣,斗南鎮,新興街皇盛巷6號
盧丞青,0913670259,花蓮縣,壽豐鄉,壽豐路２段80號
丁凰遙,0989484750,屏東縣,內埔鄉,安和巷41號
顏品玉,0917484702,新北市,淡水區,水源街２段56號
龔吉妤,0931918388,桃園市,蘆竹區,海山路86號9樓
彭煒爍,0930636582,新竹縣,竹東鎮,東寧路２段5號
張懋邦,0954698048,新竹縣,新豐鄉,新興路36號
許常明,0958891756,苗栗縣,三灣鄉,忠信路98號12樓
楊歆鼎,0922442319,彰化縣,田尾鄉,光復路４段40號12樓之17
紀勛嶽,0956898086,高雄市,左營區,立信路91號
田啟許,0939807543,嘉義縣,大埔鄉,外埤58號8樓之20
羅琪緹,0931589789,嘉義市,西區,興達路4號
沈川辰,0919871226,臺北市,大同區,承德路１段100號8樓之17
朱易秋,0961346011,屏東縣,九如鄉,民治街23號之9
錢晉梓,0936040989,新北市,八里區,小坑72號
陳宣鈺,0920867355,屏東縣,竹田鄉,太平路4號4樓
劉堯新,0936163351,臺北市,文山區,辛亥路４段38號
袁博懷,0960595283,臺南市,北門區,三寮灣17號3樓
朱庸鴻,0982636642,新北市,樹林區,保安二街63號
陳晶筱,0918118200,新北市,三峽區,復興路74號
林真英,0956422692,苗栗縣,苗栗市,嘉明75號
尤勛順,0988422830,金門縣,金城鎮,浴井58號
顏霖靖,0921810706,臺南市,永康區,大橋二街7號8樓
黃宸月,0956235131,高雄市,三民區,建興橫巷54號
鄧健庭,0954067587,臺中市,東勢區,粵寧街中路巷42號
簡全尹,0931020265,新北市,土城區,清水路31號4樓
蔡榕瑗,0913878911,臺南市,鹽水區,義稠52號8樓之10
王品得,0952829094,彰化縣,北斗鎮,民族路64號
唐泓浩,0934176110,新竹縣,竹東鎮,中興路４段61號
林坤旭,0912895754,臺北市,松山區,東興路97號
陳恩雲,0924981295,桃園市,中壢區,大成路１段90號
紀易道,0914353086,臺東縣,延平鄉,鸞山路87號4樓
羅昊浩,0986019790,苗栗縣,公館鄉,大東路18號
張城巖,0938118322,屏東縣,萬巒鄉,永全路21號
梁曉遠,0982315118,臺中市,太平區,永康街20號
蔡希泓,0968123601,高雄市,燕巢區,海成街96號之19
魏利彬,0958877239,屏東縣,里港鄉,武洛路39號
黃偲翊,0955203499,臺中市,豐原區,豐栗路51號
黃政蒨,0923067632,新北市,土城區,明德路２段8號之10
陳如姿,0924883843,臺中市,龍井區,新興路東興巷57號
姜琳飛,0963730003,臺中市,清水區,三美路61號
張楠永,0921207631,高雄市,田寮區,崇德路35號
戴才照,0926732089,新北市,貢寮區,桂安街99號
康傑斯,0916125616,新北市,淡水區,忠愛街100號
蔡家津,0982198787,新竹縣,竹東鎮,雲南路63號
游術谷,0915644944,桃園市,龍潭區,成功路28號
林中羚,0920363904,桃園市,龜山區,文七二街56號4樓
洪常業,0986553731,高雄市,左營區,博愛三路45號10樓
杜慧進,0922876879,彰化縣,芳苑鄉,漁港六路65號
陳煥鳳,0922637615,宜蘭縣,羅東鎮,西雅街51號
李霄鋅,0914151970,花蓮縣,新城鄉,建國街62號3樓
楊津薇,0954842878,南投縣,草屯鎮,仁愛街育德巷34號6樓
邵夢莉,0934307836,臺中市,清水區,三美路95號
李文磊,0919125076,臺中市,梧棲區,臺灣大道８段76號4樓
鄭之愛,0919479736,金門縣,金城鎮,民族路23號之9
黃石立,0919271203,臺中市,北屯區,一新二街10號11樓
洪知石,0920871387,彰化縣,芳苑鄉,崙腳村中平巷22號4樓
薛奇恆,0968279274,新竹縣,峨眉鄉,成功街29號之2
許微穎,0912820500,高雄市,鳳山區,文化路90號
陸愛瑤,0958013453,彰化縣,鹿港鎮,工業西二路97號之20
高柯莎,0972092805,花蓮縣,花蓮市,明智街5號之13
龔勁淳,0972570200,桃園市,大溪區,慈光二街83號
韓棋祟,0930148538,花蓮縣,吉安鄉,明義三街23號
宋峯慶,0912430359,臺北市,中山區,南京東路３段8號
龔苡萱,0933030261,新竹縣,北埔鄉,王禪老祖路82號
林卿嬡,0925245522,宜蘭縣,礁溪鄉,奇立丹路85號3樓之6
何彌潤,0954492762,臺中市,西區,美村路１段96號
郭好春,0953875118,彰化縣,彰化市,曉陽路10號11樓
彭安洪,0930257750,新北市,鶯歌區,育賢街60號4樓
劉政瑄,0926303837,新北市,淡水區,水碓96號
陳夕谷,0968494574,桃園市,大溪區,信義路40號之4
金於瑞,0924632710,嘉義縣,竹崎鄉,火炭埔78號之9
林堇淼,0972845892,高雄市,燕巢區,中興北路65號9樓
游宸悦,0927785076,臺中市,大甲區,中山路２段74號
沈娜致,0923616058,雲林縣,斗六市,建興路53號之10
蔡叢遠,0910554722,彰化縣,溪湖鎮,彰水路１段81號
李連鳳,0939859203,高雄市,杉林區,互愛街34號
楊燦瑋,0929725461,屏東縣,麟洛鄉,成功路35號12樓
嚴辛顏,0921512207,臺中市,南屯區,大英街97號
林儀千,0968877803,新北市,鶯歌區,朝陽街五柳巷42號
徐寶德,0939270899,高雄市,三民區,漢口街19號12樓
楊冠熹,0938581286,高雄市,楠梓區,德賢路83號
陸哲泰,0955029247,高雄市,鳥松區,美勝五街75號5樓
湯翰逸,0938824784,新竹市,北區,新民街29號
胡帆曄,0955679300,高雄市,岡山區,官舍路57號之15
劉棠泛,0987351828,臺北市,大同區,敦煌路95號
鐘伯慶,0914384449,臺南市,歸仁區,大吉一街73號
黃健塵,0928989212,臺中市,新社區,民裕59號
李凱謹,0935074617,臺中市,烏日區,明德街59號
莊冠舟,0989542892,高雄市,前鎮區,衙孝街98號10樓之14
張尹思,0988167697,嘉義市,西區,泰瑞三街53號之1
馬劉昱,0953003679,雲林縣,土庫鎮,蘆竹41號6樓
張弘燦,0931689517,臺北市,信義區,莊敬路80號
李舒黛,0918968622,屏東縣,潮州鎮,志成路70號之11
陳嬡霞,0920547929,臺南市,安南區,安通路２段56號9樓之6
陳宥懋,0987341456,臺南市,安南區,工明二路77號2樓
曹彤懿,0917155650,臺中市,豐原區,西勢路67號9樓之1
周亦豔,0937521617,高雄市,內門區,長寮埔85號之1
卓恩水,0936764119,彰化縣,伸港鄉,水尾路6號
鄭夕恩,0934350893,新北市,新莊區,中和街20號
高卿昭,0932961009,臺東縣,太麻里鄉,山腳73號之8
蘇慶鬆,0913206913,臺北市,文山區,政大二街3號之11
彭棟然,0931350926,新竹縣,竹北市,白地街61號
卓菡雨,0926572052,臺北市,萬華區,長泰街88號之8
劉傑鋭,0923979457,雲林縣,斗南鎮,信義路21號
黃喧帆,0963887518,新北市,五股區,五權七路13號10樓之4
謝沛甯,0972849456,南投縣,名間鄉,名松路１段35號
蔡巖郜,0914798213,臺南市,新市區,社內61號8樓
林庸石,0920952272,苗栗縣,頭份市,正隆路57號
江琳茜,0954569911,臺南市,仁德區,仁愛4號之8
王祺鳴,0956109205,彰化縣,埔心鄉,中山路49號12樓之5
蔣蕾谷,0921612037,彰化縣,彰化市,南校街37號11樓
謝堇恆,0954003780,花蓮縣,吉安鄉,永吉路１段55號2樓
湯柯芝,0914573692,屏東縣,萬丹鄉,社皮路２段75號8樓之11
翁夏於,0919936641,臺中市,外埔區,風坑路50號
曹煒軒,0916421569,新竹縣,新豐鄉,復興街13號
吳利祟,0936682725,嘉義縣,太保市,新安五街54號
丁樹眾,0939170211,高雄市,湖內區,仁愛街91號
藍慶立,0926260595,宜蘭縣,五結鄉,季水路北巷67號
藍爍遙,0956916238,高雄市,林園區,中芸路87號7樓
蔡泰運,0932658113,高雄市,湖內區,福生五街21號2樓
劉冉樂,0970297433,臺北市,大同區,錦西街69號
童晨瀾,0927556414,臺中市,大里區,振坤街27號9樓
曾宏浚,0989596957,臺北市,中山區,錦州街79號
曾芝華,0988871216,南投縣,埔里鎮,中正二路14號
邵璇紈,0952899814,新竹縣,竹北市,光明十四街47號
吳恩璐,0925141412,桃園市,大園區,柴梳崙47號12樓
吳然霜,0935510614,臺南市,東區,崇德三十街77號
黃曉鶴,0910949990,臺中市,豐原區,豐原大道４段51號
王千哲,0929447385,嘉義縣,鹿草鄉,下半天25號
馬浩辰,0917162965,花蓮縣,花蓮市,中正路24號
吳琉藴,0989124390,屏東縣,萬丹鄉,建隆路71號12樓
李嘉書,0982514302,宜蘭縣,三星鄉,清洲五路11號
蔡寧斯,0910409942,臺北市,文山區,興隆路３段28號
黃城瞻,0930395593,彰化縣,溪湖鎮,大公十九街52號
曾慈旻,0934328609,臺南市,官田區,福田路8號
呂彤欣,0925392465,臺南市,中西區,成功路55號
嚴升越,0954599876,高雄市,鳳山區,仁愛路18號之4
邵宗黛,0926182954,臺中市,大甲區,文武路29號8樓
董柯珺,0982665963,臺中市,東勢區,中新街東新巷93號
洪曼笑,0928036612,臺北市,北投區,致遠一路１段50號12樓
吳宇曉,0932487836,臺南市,大內區,內庄16號
邱書江,0932522236,花蓮縣,吉安鄉,自立路１段1號7樓
鄭爍羽,0928749937,臺中市,大里區,中興路２段29號
王昱華,0924163072,新竹縣,橫山鄉,九讚頭79號
張琦笑,0988972863,花蓮縣,新城鄉,樹人街15號12樓
陳實知,0920045663,桃園市,觀音區,莊敬路28號
郭碧青,0986108078,嘉義縣,大林鎮,林子前100號
嚴修融,0953944692,彰化縣,北斗鎮,螺陽路31號4樓
林名景,0963443462,南投縣,埔里鎮,三勰路52號5樓
藍興逸,0914835530,臺中市,新社區,中興嶺街77號
吳嘉然,0919225583,嘉義縣,梅山鄉,梅南街12號11樓
陳晶湘,0972893906,臺南市,安南區,新吉一路30號
杜眾許,0915818426,苗栗縣,苗栗市,文學街100號
許照衞,0952814328,臺東縣,鹿野鄉,瑞祥路28號
卓堯祥,0914623337,新北市,中和區,興南路１段85號
宋紈美,0930015159,基隆市,七堵區,崇信街66號
郭帆蓁,0987175632,屏東縣,萬丹鄉,和平西路22號8樓
賴庭霄,0916114880,桃園市,平鎮區,榮興街97號
周淳熹,0938456878,臺北市,松山區,塔悠路9號3樓
周之歡,0961211034,桃園市,蘆竹區,南竹路２段29號之2
蕭城樸,0970585551,新竹縣,湖口鄉,信昌二街86號
姜以均,0927356913,新北市,三重區,民族街40號
魏景月,0952107765,臺北市,士林區,仰德大道１段52號之8
鄧浚騏,0954097302,臺北市,大同區,塔城街6號7樓
廖瑜辰,0960544918,雲林縣,斗南鎮,義和二路67號
黃姝漩,0939054327,高雄市,仁武區,澄觀路１段9號
徐冉璇,0956945610,臺北市,士林區,福港街27號之9
石慶敬,0971547623,南投縣,埔里鎮,枇杷三巷29號
藍華衞,0915340998,新北市,汐止區,福德一路95號8樓
湯海睿,0914863903,臺中市,后里區,文化路81號
李儀淳,0958666564,彰化縣,伸港鄉,蚵寮路77號之17
王喧宇,0921525135,臺南市,白河區,十全街54號
王堯朋,0939172654,嘉義市,東區,保建街19號之18
楊任常,0930456449,臺中市,北屯區,子路82號之14
胡川育,0986004042,新竹縣,竹北市,民權街48號
沈全汝,0932462364,臺中市,南區,永和街28號
魏梓莎,0935651503,屏東縣,鹽埔鄉,平和街43號
邵琴韋,0968237914,桃園市,八德區,永豐里城仔60號
魏曼義,0937868912,雲林縣,斗六市,久安東路17號之5
湯瑜諺,0927561462,高雄市,仁武區,仁忠十街28號9樓
涂煜珈,0911729231,桃園市,中壢區,龍生街99號
王方海,0961489010,桃園市,平鎮區,廣興95號
林心遠,0939684120,新北市,深坑區,北深路３段90號
連晴麗,0910653566,臺中市,外埔區,甲后路５段34號之8
李庭興,0928759571,臺南市,安南區,十二佃路67號
吳添語,0923385798,新竹縣,湖口鄉,崩坡缺63號
吳克婉,0961257436,彰化縣,鹿港鎮,民權路60號2樓之5
高允希,0929422914,高雄市,大寮區,華中南路42號
蔡悟陽,0988221483,臺北市,中山區,中山北路２段29號之8
廖肇雲,0922157720,苗栗縣,苑裡鎮,山柑28號11樓
鄭春東,0910156663,高雄市,大寮區,華西路82號8樓
尤卓婷,0913599826,彰化縣,田尾鄉,富農路１段4號10樓
謝媛紈,0925413365,彰化縣,永靖鄉,中山路１段82號10樓之4
李裕錦,0919750369,桃園市,中壢區,居敬新村70號12樓
袁雁飄,0982741499,臺中市,北屯區,北新路90號3樓之1
紀材琪,0970647784,新北市,三峽區,國際一街24號之5
黃涵軒,0929430975,苗栗縣,西湖鄉,榔埔25號之12
黃思琛,0911970364,高雄市,左營區,裕誠路88號
洪功城,0982137656,新北市,泰山區,公園路57號
劉依鬱,0924089751,彰化縣,芳苑鄉,芳漢路漢２段72號12樓
方立華,0919326615,屏東縣,三地門鄉,馬兒巷98號9樓
童沫羽,0912757756,臺中市,沙鹿區,臺灣大道７段26號
李志雄,0955222521,臺南市,新化區,大智路63號
陳晗苑,0913692156,雲林縣,斗六市,斗工八路7號
廖諺鬆,0929416501,花蓮縣,壽豐鄉,大湖角2號
陳楚育,0915371282,臺中市,北屯區,松竹路２段13號之20
蔡筠莘,0930526769,臺中市,沙鹿區,正德路64號12樓
劉湘芮,0982766958,臺南市,中西區,西門路２段46號
