parent_name,parent_tel,student_id
戴星杭,0927789071,s_202218411
林昱雷,0917764120,s_202218412
唐升羽,0954590678,s_202218413
劉晨洪,0960906767,s_202218414
韓康貴,0972028832,s_202218415
江鋭雲,0913925296,s_202218416
姜利智,0982674215,s_202218417
張璧蓉,0923684656,s_202218418
陸晉苑,0956326922,s_202218419
江尚遠,0932499475,s_202218420
薛斯榮,0989100460,s_202218421
楊振謹,0921692861,s_202218422
鍾婭煥,0958176500,s_202218423
顏勵諺,0930586147,s_202218424
許保駱,0936103472,s_202218425
方堯年,0935878447,s_202218426
鄭恆諄,0939064079,s_202218427
韓鋒青,0953143067,s_202218428
石月茜,0915038301,s_202218429
周欽辰,0924782892,s_202218430
阮穎靄,0954071292,s_202218431
邵均得,0937214960,s_202218432
彭希馨,0934860856,s_202218433
蔡均驥,0986738758,s_202218434
范暢梓,0925667281,s_202218435
錢杭樺,0923455702,s_202218436
吳卿津,0925541026,s_202218437
梁正玲,0932670110,s_202218438
曾瑞筱,0926915935,s_202218439
陳樸賢,0937723006,s_202218440
邱元湘,0958518036,s_202218441
蔡任少,0922285511,s_202218442
鐘力希,0914716959,s_202218443
林宗琉,0932604532,s_202218444
盧致顏,0938232630,s_202218445
林弘辛,0912554587,s_202218446
陳姣蓓,0919580109,s_202218447
林姝宛,0918679975,s_202218448
曾召常,0987635419,s_202218449
邵澍羣,0918111207,s_202218450
趙德駱,0961441443,s_202218451
張舟雄,0937507694,s_202218452
梁品晗,0987724313,s_202218453
謝喧夏,0932896396,s_202218454
呂潔玫,0982511908,s_202218455
盧卿樂,0987666898,s_202218456
陳夕平,0912636250,s_202218457
湯安精,0958833999,s_202218458
謝展汶,0989509894,s_202218459
沈藝鳳,0910328884,s_202218460
龔瑗穎,0917239632,s_202218461
黃慶理,0912077420,s_202218462
陳塵靖,0971602167,s_202218463
王康聖,0931823719,s_202218464
宋建琛,0938238886,s_202218465
鄭晶萍,0912877609,s_202218466
楊楚融,0927316573,s_202218467
張熙聖,0925672241,s_202218468
鄭名碩,0986199446,s_202218469
白尚裕,0910531176,s_202218470
陳致驥,0963737631,s_202218471
蕭盧豔,0935280251,s_202218472
歐品潔,0923320423,s_202218473
陳品致,0934115768,s_202218474
詹山融,0938396013,s_202218475
巫倫雄,0989124985,s_202218476
潘千瑞,0986866843,s_202218477
蔡微琴,0970636075,s_202218478
莊吉銘,0922348667,s_202218479
丁甯若,0927214703,s_202218480
林彰理,0910157550,s_202218481
方勛均,0938018705,s_202218482
陳奇容,0939027111,s_202218483
古明爍,0961227097,s_202218484
張誠韻,0955368544,s_202218485
陳楷浩,0934113437,s_202218486
許俊越,0924339844,s_202218487
沈融逸,0972579674,s_202218488
龔港遠,0919971410,s_202218489
賴千慶,0919966676,s_202218490
馬祥萬,0912600066,s_202218491
侯月邦,0961584611,s_202218492
曾東越,0935679722,s_202218493
林千喧,0912376480,s_202218494
黃景蓁,0925145113,s_202218495
許勁流,0916287194,s_202218496
曹丞順,0987179797,s_202218497
康凱子,0988114399,s_202218498
王木裕,0955996848,s_202218499
謝圖雪,0920143026,s_202218500
李吉柯,0914288401,s_202218501
紀力賢,0910795437,s_202218502
高沫玲,0987001523,s_202218503
蕭樂鬆,0963001562,s_202218504
楊翊谷,0910100233,s_202218505
李冠道,0918951495,s_202218506
張樹語,0960916953,s_202218507
柯奕帆,0911571875,s_202218508
黃函華,0934012854,s_202218509
楊沫聖,0936886561,s_202218510
游宸青,0923680158,s_202218511
阮姣影,0938459338,s_202218512
吳實華,0954574628,s_202218513
黃彥泛,0915898967,s_202218514
黃千風,0927286335,s_202218515
張泰蓁,0911478152,s_202218516
陳實豪,0932266933,s_202218517
馮世祉,0932366975,s_202218518
顏歌濮,0923317960,s_202218519
林棠立,0912380853,s_202218520
白媛莉,0972316211,s_202218521
陳天齊,0988833943,s_202218522
蘇才秀,0961380213,s_202218523
王克可,0913302589,s_202218524
趙嬡瑄,0938300886,s_202218525
張依筱,0970946237,s_202218526
蘇妤菁,0972104081,s_202218527
張秋純,0955755852,s_202218528
袁記齊,0917769523,s_202218529
周楠潮,0958736115,s_202218530
曾呈愛,0952395871,s_202218531
吳秋芮,0958821712,s_202218532
陳清義,0912872236,s_202218533
呂儀嘉,0986172034,s_202218534
鄭卿心,0928513677,s_202218535
林昱棟,0934922278,s_202218536
袁於紈,0970870957,s_202218537
楊俠孝,0921085197,s_202218538
汪尚淼,0933610060,s_202218539
賴夫彤,0939399763,s_202218540
謝鑫顏,0915603847,s_202218541
盧承苑,0914710869,s_202218542
汪晉曄,0935410998,s_202218543
藍石蓁,0987511439,s_202218544
吳建晨,0939994324,s_202218545
陳勳博,0986355313,s_202218546
曾晟鑫,0989433422,s_202218547
高得雪,0971466732,s_202218548
童凱森,0970523693,s_202218549
黃昱歆,0960594786,s_202218550
范海雨,0913998692,s_202218551
黃孝邦,0982612849,s_202218552
林子辛,0982815821,s_202218553
彭淇韜,0913217879,s_202218554
王修圖,0982585493,s_202218555
邱宜詠,0925527504,s_202218556
藍添鬆,0970762536,s_202218557
呂楚青,0972554786,s_202218558
蔡彥禎,0923694761,s_202218559
黎祥馳,0923652008,s_202218560
詹琪祥,0934786834,s_202218561
黃坤慈,0936224228,s_202218562
周天靈,0956355199,s_202218563
許瀚瑜,0916420533,s_202218564
鄭如沛,0928375005,s_202218565
劉海露,0932796246,s_202218566
黃偲夏,0911982338,s_202218567
邵旭龍,0912311959,s_202218568
戴曉莎,0982196453,s_202218569
蔡寧聰,0970609831,s_202218570
余于容,0931002976,s_202218571
童慶美,0963671360,s_202218572
白軒鋭,0954109485,s_202218573
金卓玉,0989715472,s_202218574
游偲芊,0910408501,s_202218575
林益蕾,0986941512,s_202218576
薛傑萬,0958635186,s_202218577
蔡晉苡,0955312781,s_202218578
李優鷺,0918387734,s_202218579
王甯言,0938123866,s_202218580
柯嬌眉,0918850166,s_202218581
吳俠孝,0955375330,s_202218582
李揚正,0926928047,s_202218583
彭思禹,0933852828,s_202218584
游楚穎,0916475737,s_202218585
簡瑾霜,0910882864,s_202218586
錢凝青,0911908636,s_202218587
張啟芝,0918867468,s_202218588
高芝鳴,0934732451,s_202218589
劉記鴻,0988501456,s_202218590
游博塵,0922339964,s_202218591
汪丞萍,0912615455,s_202218592
陳品昱,0953573203,s_202218593
謝如瑜,0958154627,s_202218594
汪豪鴻,0955291855,s_202218595
林彤文,0958333382,s_202218596
方晨璧,0989641297,s_202218597
龔召毓,0922514127,s_202218598
沈明梓,0922109361,s_202218599
康亭肇,0989639300,s_202218600
韓潞然,0914053973,s_202218601
洪凝舒,0928950416,s_202218602
鄧廷晗,0912652107,s_202218603
柯也昕,0937552558,s_202218604
蔣倩紫,0953133036,s_202218605
李寶義,0956801979,s_202218606
王採然,0932735421,s_202218607
黃緹靜,0919821148,s_202218608
黃傑逸,0958423578,s_202218609
孫筠黛,0915491681,s_202218610
廖皓耿,0932134491,s_202218611
陳璟雄,0934923043,s_202218612
馬凝鬆,0919128009,s_202218613
謝倩銀,0939949199,s_202218614
王永莘,0925703262,s_202218615
孫丹愛,0982263804,s_202218616
李歆蕊,0930429757,s_202218617
周昕瑩,0968906574,s_202218618
余啟澍,0958477298,s_202218619
沈暉燦,0926141541,s_202218620
楊曉棋,0930777770,s_202218621
韓業淇,0931984296,s_202218622
徐偲瑗,0916381351,s_202218623
陳承欽,0914915626,s_202218624
簡俞寧,0982941235,s_202218625
劉尚鴻,0925163013,s_202218626
陳哲辰,0931989059,s_202218627
康堯辛,0916005948,s_202218628
姚奇秉,0960293983,s_202218629
潘磊鳴,0914049961,s_202218630
胡爍雷,0987764242,s_202218631
林瑋進,0961540926,s_202218632
江千爾,0989379824,s_202218633
廖承爍,0937423889,s_202218634
黃昱辰,0929363360,s_202218635
黃品欣,0958633654,s_202218636
黃昱軒,0963088628,s_202218637
林世銘,0954697831,s_202218638
張名曄,0970457631,s_202218639
顏禧謙,0913773085,s_202218640
尤源靄,0910273127,s_202218641
姜子越,0931878276,s_202218642
周記鑫,0956167808,s_202218643
宋劉琪,0929539027,s_202218644
洪亦淳,0916954930,s_202218645
黃忠曄,0952355759,s_202218646
袁益雲,0934454623,s_202218647
嚴沐鈺,0989422446,s_202218648
許倫意,0956953117,s_202218649
謝然謙,0933026029,s_202218650
陳名振,0910789535,s_202218651
鍾偉江,0988762458,s_202218652
湯利谷,0910051001,s_202218653
張慶韻,0936775632,s_202218654
陳孝潞,0935987291,s_202218655
林山逞,0924112352,s_202218656
黎恩竹,0937287372,s_202218657
簡涵辰,0953210228,s_202218658
汪城樂,0955007799,s_202218659
黎俊歌,0968457809,s_202218660
呂穎藝,0931172967,s_202218661
郭安影,0988484444,s_202218662
阮智暉,0954350177,s_202218663
施怡盈,0925237768,s_202218664
江強遠,0928627942,s_202218665
黃凱峯,0914804787,s_202218666
林安維,0922751586,s_202218667
鍾瑞維,0918995714,s_202218668
吳梓淑,0930991244,s_202218669
周冠辛,0952860463,s_202218670
郭斯淼,0910118865,s_202218671
沈實馨,0989543719,s_202218672
游婭慶,0920474165,s_202218673
陳柯笑,0937179820,s_202218674
侯先羽,0987272249,s_202218675
陳吉珺,0916147227,s_202218676
宋欣靄,0938860498,s_202218677
蘇寶賢,0987392470,s_202218678
柯念琦,0987454211,s_202218679
王嵐真,0926712872,s_202218680
傅丞元,0987519883,s_202218681
張卓韋,0935428002,s_202218682
林歌珺,0918502280,s_202218683
黃昭盧,0932660173,s_202218684
黃喧心,0919955068,s_202218685
莊羽致,0987216281,s_202218686
廖勛峻,0989721941,s_202218687
鄭煜瑤,0922547410,s_202218688
蕭璟馨,0938565331,s_202218689
李淼超,0931307723,s_202218690
程宇宗,0920925133,s_202218691
賴叢雅,0921181897,s_202218692
林寶韶,0955720775,s_202218693
賴亮敬,0971821685,s_202218694
楊珂芷,0930013262,s_202218695
汪奕然,0960714989,s_202218696
劉梓濮,0932710602,s_202218697
韓琛馨,0938249778,s_202218698
方玟芬,0963028702,s_202218699
林梅潞,0961716640,s_202218700
鄭建馨,0936818243,s_202218701
沈淇義,0926375832,s_202218702
丁建波,0953790488,s_202218703
楊文靜,0924251728,s_202218704
劉晨盧,0920204492,s_202218705
邵淼瀟,0917928528,s_202218706
李冉姣,0924315663,s_202218707
林柯睿,0920420431,s_202218708
李蓁遠,0929760570,s_202218709
沈寶雲,0935874199,s_202218710
王彰影,0922532710,s_202218711
顏智波,0920905083,s_202218712
楊影福,0934898437,s_202218713
吳呈宛,0988666982,s_202218714
劉希益,0971356095,s_202218715
程忠祥,0971670203,s_202218716
陳佑記,0953983088,s_202218717
陳宗怡,0987673633,s_202218718
張語銀,0912228888,s_202218719
傅媛雲,0924418150,s_202218720
吳智棋,0982168619,s_202218721
林圖燦,0936748475,s_202218722
汪永萍,0982893325,s_202218723
黃元熹,0934568744,s_202218724
傅平茂,0939555955,s_202218725
王晤欽,0923280709,s_202218726
傅嬋晉,0912679382,s_202218727
邱亮宇,0937272571,s_202218728
程南召,0910307762,s_202218729
唐家容,0912706494,s_202218730
劉江泉,0986915655,s_202218731
林俊瑾,0982616764,s_202218732
曾于月,0954390584,s_202218733
劉吉韋,0929004783,s_202218734
張波皓,0938846200,s_202218735
洪照誠,0960959446,s_202218736
侯姿靈,0920739414,s_202218737
許肇術,0927201044,s_202218738
潘伯洪,0958692316,s_202218739
林偲銀,0972496372,s_202218740
劉凡源,0961312254,s_202218741
鄭冠祺,0927493649,s_202218742
廖笑莉,0924285517,s_202218743
袁瑜秀,0916059817,s_202218744
張茹菁,0953504267,s_202218745
江彌瑋,0937019156,s_202218746
陳泓玟,0955386271,s_202218747
蔣倫燦,0972829400,s_202218748
黃容燦,0970478270,s_202218749
黃夏安,0987367473,s_202218750
許嫣靜,0936683244,s_202218751
謝家晟,0963842443,s_202218752
姜萱鷺,0954004862,s_202218753
鄒培艾,0955207289,s_202218754
翁堯毅,0988069326,s_202218755
李倫淼,0986862044,s_202218756
白堯彌,0911946347,s_202218757
阮峻璟,0982328814,s_202218758
曹採泓,0931527470,s_202218759
溫保劉,0910598128,s_202218760
姚克毓,0931284992,s_202218761
謝家言,0954481213,s_202218762
林珈甯,0934565085,s_202218763
吳妹筑,0914980558,s_202218764
朱馳鳴,0982307328,s_202218765
宋子森,0970874936,s_202218766
鄭明筑,0953724069,s_202218767
石瑞璟,0972043039,s_202218768
黃可成,0913114908,s_202218769
紀弘鑫,0917093064,s_202218770
阮婷益,0913761608,s_202218771
林益鈺,0989583808,s_202218772
劉揚藝,0921793733,s_202218773
溫元宣,0986585531,s_202218774
董星鈺,0914556666,s_202218775
沈亮諄,0953182257,s_202218776
宋嬡琳,0923395828,s_202218777
王力蓁,0970934889,s_202218778
郭超陣,0968307368,s_202218779
方港韶,0921424030,s_202218780
張安莉,0935241416,s_202218781
張懿新,0910623093,s_202218782
林琉藍,0933493854,s_202218783
石歆雯,0987818636,s_202218784
許庭菡,0921964883,s_202218785
簡忠木,0960821936,s_202218786
楊藻鋅,0987801391,s_202218787
童捷遠,0929178147,s_202218788
謝濤英,0972548022,s_202218789
許琪瓊,0954632762,s_202218790
古冬鳳,0988125044,s_202218791
謝依羽,0939670984,s_202218792
蔡恆柯,0956458207,s_202218793
朱益英,0926403851,s_202218794
黃偉冠,0927512043,s_202218795
李彥鈞,0968128859,s_202218796
李聖鳳,0937385116,s_202218797
羅德杭,0930067352,s_202218798
吳懷柏,0929043799,s_202218799
林爍霖,0914187748,s_202218800
簡倩嬈,0932888402,s_202218801
涂清韜,0916246274,s_202218802
陳琳齊,0937649754,s_202218803
鐘城書,0931310521,s_202218804
杜敏琪,0932940314,s_202218805
王耀遙,0960080373,s_202218806
薛棋燕,0958982706,s_202218807
蘇芝錦,0935783466,s_202218808
周盛鋒,0923927496,s_202218809
康拓泓,0932286568,s_202218810
唐凡隆,0986204089,s_202218811
莊藻逞,0923673861,s_202218812
張俊珮,0982734983,s_202218813
黃晉苡,0915943383,s_202218814
蔡勛鑫,0935450905,s_202218815
許瀾鳳,0924306695,s_202218816
莊慈菁,0916289888,s_202218817
楊敏玉,0982392740,s_202218818
吳承昊,0910619611,s_202218819
嚴晉融,0923975071,s_202218820
湯杉良,0956147238,s_202218821
何宜雨,0915499618,s_202218822
莊語辰,0918917473,s_202218823
田石軒,0933201897,s_202218824
林書英,0926268479,s_202218825
許楚羣,0933526015,s_202218826
姜政賢,0989444049,s_202218827
楊禎鈺,0912569649,s_202218828
林揚睿,0919843898,s_202218829
顏慧雨,0960794282,s_202218830
高中昕,0910573202,s_202218831
林汝靈,0953134406,s_202218832
詹泉藍,0955152385,s_202218833
杜梓豐,0924638318,s_202218834
陳馨鳴,0932678684,s_202218835
侯昌楚,0968242563,s_202218836
藍韋鬱,0972468857,s_202218837
周謹遙,0913091653,s_202218838
連振潤,0937255216,s_202218839
江喧肇,0928949054,s_202218840
洪亮材,0986033316,s_202218841
袁菁術,0982333037,s_202218842
丁璇茜,0956942732,s_202218843
程諺霜,0911994729,s_202218844
唐勝苡,0963423333,s_202218845
黃景眾,0987039072,s_202218846
蔡恩照,0987607233,s_202218847
李康鶴,0915802912,s_202218848
林奇駱,0924765029,s_202218849
黎培肇,0910182544,s_202218850
戴妹然,0970815599,s_202218851
邱暉歆,0918670018,s_202218852
嚴林藝,0956597986,s_202218853
何彥逞,0932964422,s_202218854
林棟石,0934867820,s_202218855
周亭凝,0912183119,s_202218856
林元誠,0920019856,s_202218857
盧暢浚,0961161538,s_202218858
湯克冬,0914813059,s_202218859
陳利舟,0918182881,s_202218860
鄭瑾豔,0958427561,s_202218861
楊梓靖,0924962124,s_202218862
邵俞流,0923578160,s_202218863
張方藍,0954974091,s_202218864
黎文梓,0930939700,s_202218865
許嵐政,0987184809,s_202218866
蔡晴沛,0928853978,s_202218867
翁劉瑜,0935832583,s_202218868
韓妹文,0917859616,s_202218869
張瀚龍,0918226226,s_202218870
王寧雨,0955499912,s_202218871
林濤銀,0923422521,s_202218872
陸樺琦,0938382211,s_202218873
張來柏,0918491463,s_202218874
陳源甯,0958427050,s_202218875
楊丞帆,0953339137,s_202218876
劉勵羽,0936886380,s_202218877
古汶羣,0963430378,s_202218878
翁冬藴,0982998810,s_202218879
高偲晉,0911370079,s_202218880
黃婧榕,0926450542,s_202218881
董曄紈,0923590401,s_202218882
袁寧逸,0920775268,s_202218883
陳振雅,0932312106,s_202218884
王亮秉,0919573282,s_202218885
嚴宥温,0955977883,s_202218886
蔡嬋芯,0956121866,s_202218887
張容揚,0986418744,s_202218888
蘇元謙,0919103348,s_202218889
阮建彤,0928934808,s_202218890
詹博晗,0982040340,s_202218891
蔣光瑜,0939498645,s_202218892
李川義,0930059973,s_202218893
王元艾,0971944431,s_202218894
康允惠,0986999703,s_202218895
胡文齊,0952176597,s_202218896
張也歡,0921189939,s_202218897
巫優奕,0956911893,s_202218898
溫宸進,0936935271,s_202218899
藍琛磊,0929782988,s_202218900
林珺詠,0971168283,s_202218901
余希晨,0968825497,s_202218902
黎媛津,0922227230,s_202218903
梁孝楚,0963135823,s_202218904
戴樸諺,0989611165,s_202218905
邱琦韻,0921276879,s_202218906
蔡清逞,0925732858,s_202218907
周平藴,0952116922,s_202218908
李俊孝,0955336556,s_202218909
黃凱然,0939462123,s_202218910
劉採漢,0924326383,s_202218911
何全羚,0930141705,s_202218912
薛可璟,0936719005,s_202218913
施奕霄,0920108448,s_202218914
游孝寧,0989421260,s_202218915
黃玫飄,0924274661,s_202218916
游晶沛,0988349414,s_202218917
楊弘青,0982011582,s_202218918
劉維道,0921632553,s_202218919
鄭宣芪,0963975789,s_202218920
楊洋茹,0922951619,s_202218921
何保崇,0952924660,s_202218922
吳和懷,0938463110,s_202218923
姚仁冠,0930222217,s_202218924
曹欣秀,0913725313,s_202218925
姜承清,0924949174,s_202218926
王夏子,0970902952,s_202218927
黎世霖,0954816404,s_202218928
林濤祟,0913003657,s_202218929
王丞凌,0914665624,s_202218930
張濤瑤,0912187060,s_202218931
游慶旭,0960903517,s_202218932
葉忠芝,0917941013,s_202218933
姜叢琳,0955150963,s_202218934
胡佩煜,0956971788,s_202218935
連子維,0933695462,s_202218936
黃悟然,0972608760,s_202218937
謝承潤,0968517280,s_202218938
黃棋肇,0915920812,s_202218939
洪添靜,0953165361,s_202218940
古熙韜,0935169650,s_202218941
趙帆泛,0971492402,s_202218942
林晟林,0921349942,s_202218943
高俠鴻,0937423947,s_202218944
梁樂益,0928146895,s_202218945
歐韜韻,0952877866,s_202218946
古凡棠,0971217993,s_202218947
胡興韶,0933786610,s_202218948
楊彬逞,0924462103,s_202218949
董佩政,0986212653,s_202218950
湯先藴,0939716083,s_202218951
劉慧雅,0961028339,s_202218952
張洪湘,0972553092,s_202218953
王然鳴,0987703357,s_202218954
吳卓承,0956898840,s_202218955
謝勛曉,0914460294,s_202218956
郭彤斯,0929966954,s_202218957
楊凡彰,0914875566,s_202218958
施暉波,0912911421,s_202218959
周宗瑞,0912249037,s_202218960
林玫韋,0939876512,s_202218961
曾琳莎,0919007608,s_202218962
曾瀾瑋,0936553632,s_202218963
黃眾貴,0958682061,s_202218964
劉瑩韋,0968430527,s_202218965
盧曄雅,0958208719,s_202218966
張俞樸,0933249551,s_202218967
紀折楚,0989879393,s_202218968
李照齊,0934079831,s_202218969
吳凡語,0928152373,s_202218970
黃沫紈,0955718556,s_202218971
李敬韻,0927390750,s_202218972
袁于利,0986658389,s_202218973
林崇羣,0963671094,s_202218974
謝燕賢,0926545491,s_202218975
陳嘉星,0960247480,s_202218976
高寒實,0938827359,s_202218977
李好芊,0952922672,s_202218978
藍晗霄,0929419186,s_202218979
宋奕川,0956830043,s_202218980
黃甯秀,0971806836,s_202218981
歐暉軒,0930483202,s_202218982
傅婷明,0922820768,s_202218983
柯年辛,0933569326,s_202218984
何妍曄,0916059253,s_202218985
盧琛萬,0955730791,s_202218986
白津珈,0916946337,s_202218987
白材柏,0933264796,s_202218988
劉嶽遙,0958025854,s_202218989
曾樸樺,0918398874,s_202218990
林佳詩,0960163609,s_202218991
蘇緹蕾,0987247283,s_202218992
陳嫣惠,0956430651,s_202218993
徐凱才,0918283331,s_202218994
楊舒茹,0929768409,s_202218995
邱暢祟,0986604677,s_202218996
嚴棠靈,0916691870,s_202218997
朱名海,0928225398,s_202218998
吳新英,0916684004,s_202218999
宋濱輝,0982794641,s_202219000
丁文賢,0963071946,s_202219001
邱國鈞,0929027450,s_202219002
潘昭緹,0910427841,s_202219003
歐臻莎,0924010960,s_202219004
劉毅諄,0988882707,s_202219005
余孝泓,0955213526,s_202219006
吳初歌,0926858484,s_202219007
蔡娟茹,0913413718,s_202219008
蔡嘉瑾,0916747851,s_202219009
程露靖,0931783791,s_202219010
阮娟歌,0922835162,s_202219011
李景齊,0955719571,s_202219012
邱佑宥,0986184544,s_202219013
汪慧瑗,0920025765,s_202219014
傅珍葉,0922180490,s_202219015
黃懿璇,0911705439,s_202219016
巫義鋅,0939159945,s_202219017
尤英韶,0935981365,s_202219018
傅漩葉,0987667269,s_202219019
蔣柯眉,0952949220,s_202219020
汪心雪,0970011930,s_202219021
林琳聖,0923888783,s_202219022
姜丞錦,0918844504,s_202219023
黃瑜鶴,0988172579,s_202219024
曾廷海,0961961994,s_202219025
張光琛,0931753624,s_202219026
詹易茜,0961669531,s_202219027
蔡呈影,0929209426,s_202219028
李依易,0986618934,s_202219029
孫嶽汶,0911013720,s_202219030
張珺霞,0961253028,s_202219031
陳樂韜,0960979614,s_202219032
張淇芸,0955295945,s_202219033
趙潤興,0929189832,s_202219034
黃才承,0933379572,s_202219035
蔡宇錦,0923160420,s_202219036
林恬洪,0971655228,s_202219037
林恆雷,0935233051,s_202219038
楊景羽,0931465380,s_202219039
李歡熙,0935089103,s_202219040
蔡浩蓁,0912477563,s_202219041
盧潤蓁,0953305432,s_202219042
黃曉璇,0933188286,s_202219043
邵奕琛,0982127987,s_202219044
楊勵景,0919019555,s_202219045
劉安鷺,0913034652,s_202219046
鄒博芝,0924535644,s_202219047
詹玉祺,0972838280,s_202219048
潘瑜苡,0918079978,s_202219049
藍力帆,0930578117,s_202219050
許湘瑜,0954732932,s_202219051
楊全歆,0971333448,s_202219052
張塵浩,0915923542,s_202219053
蘇又研,0953816200,s_202219054
陳爍許,0989416175,s_202219055
彭安金,0971422193,s_202219056
邱珺研,0933616695,s_202219057
董賢銘,0912297737,s_202219058
黃亦容,0986657561,s_202219059
黃寶禹,0928638187,s_202219060
林淇連,0936618990,s_202219061
潘凡逸,0922270957,s_202219062
張堇晗,0956250656,s_202219063
蔡嘉方,0931731152,s_202219064
陳寶材,0930466577,s_202219065
吳益青,0971042696,s_202219066
林石育,0934526414,s_202219067
陳亞禎,0923002576,s_202219068
黃福舟,0921083244,s_202219069
韓港秉,0929535432,s_202219070
唐晟鑫,0933807308,s_202219071
藍宥景,0933670909,s_202219072
劉翔茂,0915069851,s_202219073
古冠敬,0970448425,s_202219074
唐利翔,0952941992,s_202219075
張俞廷,0938706244,s_202219076
黃冬蓉,0917017905,s_202219077
吳召康,0933814328,s_202219078
蔡仁悟,0921500954,s_202219079
汪清誠,0911186213,s_202219080
林允睿,0930571773,s_202219081
紀倫智,0987235658,s_202219082
盧易青,0968427180,s_202219083
江冠玉,0938017821,s_202219084
傅熹雯,0918305541,s_202219085
康方珮,0937423667,s_202219086
楊勝晶,0924211466,s_202219087
林強駱,0971552543,s_202219088
莊婷春,0939680169,s_202219089
曹永濮,0922871478,s_202219090
林妹芷,0933378013,s_202219091
梁凱知,0931487452,s_202219092
盧榮衞,0918452600,s_202219093
朱興鑾,0972032160,s_202219094
姜慈睿,0933188291,s_202219095
阮義鳳,0961360813,s_202219096
魏懿捷,0954976229,s_202219097
李然筱,0916606534,s_202219098
林庭毓,0954008883,s_202219099
吳夫梓,0956001082,s_202219100
劉平維,0986149346,s_202219101
吳梅術,0986177915,s_202219102
傅愛越,0971114788,s_202219103
蔣恆浩,0971943894,s_202219104
曹全禹,0927247102,s_202219105
孫煥玫,0920484229,s_202219106
吳冬蒨,0924796938,s_202219107
林嶽潤,0986732233,s_202219108
丁磊鳴,0960012731,s_202219109
程保辛,0925602952,s_202219110
林克春,0961919560,s_202219111
王恆雙,0960963908,s_202219112
袁方樂,0911413546,s_202219113
江啟展,0910119819,s_202219114
郭木耿,0960172109,s_202219115
陳微靈,0989605653,s_202219116
蔡保璟,0963101241,s_202219117
賴以立,0935512999,s_202219118
陳聰雁,0971185340,s_202219119
施祺韜,0987424801,s_202219120
蕭宸藻,0939221548,s_202219121
劉宥菲,0926469150,s_202219122
羅俊暉,0915964845,s_202219123
廖楚裕,0912180940,s_202219124
龔千宥,0911828927,s_202219125
王容燕,0971161083,s_202219126
王政澍,0929762227,s_202219127
袁家耿,0917795499,s_202219128
楊任琛,0910624065,s_202219129
蕭品曄,0912011554,s_202219130
陳昕樂,0961042136,s_202219131
童世谷,0954816977,s_202219132
郭雲鑫,0934494937,s_202219133
陳卓谷,0963442964,s_202219134
李姣立,0939385060,s_202219135
張傑木,0988323623,s_202219136
巫曉浩,0912427718,s_202219137
姜夢玥,0960777938,s_202219138
藍拓新,0961556628,s_202219139
林瑜璟,0919398612,s_202219140
施禎緹,0932339148,s_202219141
徐少折,0987360985,s_202219142
邱江超,0914858389,s_202219143
林竹雁,0970408105,s_202219144
古冠家,0918288168,s_202219145
陳妍莉,0919490372,s_202219146
馬婉蕊,0963357568,s_202219147
邵劉毅,0935355426,s_202219148
蔡丞梓,0939759029,s_202219149
曾珍英,0958345159,s_202219150
王琴雨,0971344598,s_202219151
謝君立,0915334214,s_202219152
陳凱興,0939569423,s_202219153
賴嘉源,0917500801,s_202219154
梁媛玉,0987814078,s_202219155
林璧紈,0911161826,s_202219156
沈天嶽,0923444549,s_202219157
陳娜琳,0921670765,s_202219158
王惠芪,0913530194,s_202219159
蘇海致,0953478735,s_202219160
潘培琪,0921941703,s_202219161
劉偲娟,0972720742,s_202219162
董懷棠,0939115498,s_202219163
施姿婕,0936253149,s_202219164
何梓露,0930099190,s_202219165
楊旭鑾,0915521978,s_202219166
徐坤郜,0924917651,s_202219167
蔡熹蓉,0970584700,s_202219168
許寧翰,0956065342,s_202219169
袁均奇,0938811480,s_202219170
陳潮知,0970201381,s_202219171
徐維鋒,0939914300,s_202219172
謝晉浩,0934482013,s_202219173
劉禎筑,0987989129,s_202219174
蔡嫣聖,0914700095,s_202219175
蘇谷齊,0928029079,s_202219176
陳月竹,0910854280,s_202219177
梁利術,0926606761,s_202219178
葉照語,0920038847,s_202219179
邱祟駱,0988570012,s_202219180
陳又雅,0972922830,s_202219181
陳彥玉,0934186370,s_202219182
藍昱聰,0953763992,s_202219183
吳月谷,0931507665,s_202219184
馬宛春,0912762898,s_202219185
江芳賢,0956623790,s_202219186
鄭若靜,0928439313,s_202219187
康宸杭,0952339165,s_202219188
蔡煜黛,0963991256,s_202219189
陳均昭,0960134352,s_202219190
徐肇鷺,0970678580,s_202219191
謝晉致,0931054134,s_202219192
張建羣,0961945043,s_202219193
林琦靄,0911200052,s_202219194
林亭豔,0928054178,s_202219195
曾照英,0923814385,s_202219196
劉玲瑤,0919575481,s_202219197
張常洋,0920611209,s_202219198
吳彤柯,0963646277,s_202219199
戴思霖,0936703400,s_202219200
林信陣,0916758083,s_202219201
翁琳禹,0932504521,s_202219202
嚴暉辰,0971416542,s_202219203
陳初軒,0988728717,s_202219204
楊慶熙,0961600761,s_202219205
陳思於,0956329022,s_202219206
黎恩琉,0928441830,s_202219207
林仁澤,0970897664,s_202219208
陳奕連,0928197908,s_202219209
郭國杭,0938154891,s_202219210
余綺萍,0925847289,s_202219211
廖旭邦,0910790377,s_202219212
郭瑋驥,0970083385,s_202219213
周思泰,0955814839,s_202219214
